Progress,Duration..in.seconds.,Finished,TA_ID,S1,S2,S3,S4,S5,S6,S7,Eng,I1,I2,I3,I4,I5,I6,I7,inst,C1,C2,C3,C4,C5,course,St_Year,St_Gender,Gender_3_TEXT,St_Race,Race_9_TEXT,Race_7_TEXT,Int.l,first_gen,st_gen,st_race,ta_gen,ta_race,stem,aut_sup,lrn_env,aut_sup_c,lrnenv_c,course_c
100,165,1,36,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,0.9791893526923774
100,109,1,31,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,,2,,,0,1,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.9791893526923774
100,140,1,31,6,4,6,6,6,5,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.9791893526923774
100,94,1,31,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.9791893526923774
100,238,1,1,4,5,6,6,6,6,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,2,,,0,2,M,A,W,W,N,5.428571428571429,3,0.5712601994560291,-0.05633985235073169,0.9791893526923774
100,230,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,2,,,0,2,M,A,W,W,N,5.071428571428571,3.142857142857143,0.21411734231317148,0.0865172905064111,0.9791893526923774
100,193,1,36,5,5,4,6,2,6,6,4.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,0.9791893526923774
100,230,1,58,6,6,5,5,5,6,6,5.571428571,6,5,6,6,NA,6,6,5.833333333,6,6,6,5,6,5.8,1,0,,2,,,0,2,M,A,NB,W,N,5,3.2857142857142856,0.1426887708846003,0.2293744333635539,0.7791893526923772
100,520,1,79,6,4,5,5,5,4,6,5,6,5,6,6,6,6,6,5.857142857,6,6,5,6,6,5.8,5,0,,2,,,1,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,0.7791893526923772
100,294,1,43,4,4,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,5.8,1,0,,2,,,0,2,M,A,M,W,N,4.285714285714286,3.142857142857143,-0.5715969434011141,0.0865172905064111,0.7791893526923772
100,306,1,9,5,5,4,6,5,6,6,5.285714286,6,6,6,6,6,6,6,6,6,6,5,6,6,5.8,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,0.7791893526923772
100,173,1,22,5,5,6,6,6,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,5,5.8,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,0.7791893526923772
100,219,1,21,6,5,5,5,5,6,6,5.428571429,6,6,6,6,5,6,6,5.857142857,6,6,5,6,NA,5.75,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,0.7291893526923774
100,406,1,43,4,5,6,6,6,5,2,4.857142857,6,5,5,6,5,6,6,5.571428571,6,6,5,5,6,5.6,1,0,,2,,,0,2,M,A,M,W,N,4.285714285714286,3.142857142857143,-0.5715969434011141,0.0865172905064111,0.579189352692377
100,182,1,57,6,5,5,5,6,6,5,5.428571429,6,6,5,6,5,6,6,5.714285714,5,6,6,5,6,5.6,5,0,,2,,,1,1,M,A,W,MR,N,5.928571428571429,4,1.0712601994560291,0.9436601476492683,0.579189352692377
100,395,1,7,5,6,5,5,5,6,6,5.428571429,6,6,6,6,NA,5,6,5.833333333,6,6,5,6,5,5.6,1,0,,2,,,0,2,M,A,W,W,N,5.071428571428571,3.142857142857143,0.21411734231317148,0.0865172905064111,0.579189352692377
100,184,1,17,5,4,5,6,5,5,6,5.142857143,6,6,6,6,6,5,6,5.857142857,6,6,5,5,6,5.6,3,0,,2,,,1,2,M,A,W,MR,Y,5.428571428571429,2.7142857142857144,0.5712601994560291,-0.3420541380650173,0.579189352692377
100,265,1,22,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.857142857,6,6,6,5,5,5.6,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,0.579189352692377
100,336,1,21,5,6,5,5,4,3,6,4.857142857,6,6,6,6,NA,6,6,6,6,6,4,6,6,5.6,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,0.579189352692377
100,643,1,79,5,6,5,5,4,5,6,5.142857143,6,5,5,5,5,5,6,5.285714286,5,6,5,5,6,5.4,4,0,,2,,,0,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,0.37918935269237775
100,183,1,77,4,3,5,5,3,4,6,4.285714286,6,5,5,6,5,5,6,5.428571429,5,6,5,5,6,5.4,3,0,,2,,,1,2,M,A,M,A,N,5.5,3.5714285714285716,0.6426887708846003,0.5150887190778399,0.37918935269237775
100,189,1,58,5,5,5,4,3,6,6,4.857142857,6,6,5,5,5,6,6,5.571428571,4,6,5,6,6,5.4,1,0,,2,,,0,2,M,A,NB,W,N,5,3.2857142857142856,0.1426887708846003,0.2293744333635539,0.37918935269237775
100,307,1,6,5,6,5,4,6,6,4,5.142857143,6,6,6,5,5,5,6,5.571428571,5,6,6,5,5,5.4,1,0,,2,,,0,2,M,A,W,MR,N,4.5,2.4285714285714284,-0.3573112291153997,-0.6277684237793033,0.37918935269237775
100,637,1,79,5,5,5,6,5,5,5,5.142857143,6,6,5,6,4,6,6,5.571428571,6,6,5,5,5,5.4,3,0,,2,,,0,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,0.37918935269237775
100,122,1,36,5,5,5,5,5,6,6,5.285714286,6,6,6,6,NA,NA,6,6,6,6,5,5,5,5.4,3,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,0.37918935269237775
100,228,1,36,5,6,5,5,5,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,5,5,5,5.4,4,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,0.37918935269237775
100,2099,1,31,5,4,6,6,5,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,5,5,5,5.4,1,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.37918935269237775
100,226,1,65,NA,4,5,6,5,5,4,4.833333333,6,5,5,5,5,5,6,5.285714286,5,6,5,5,NA,5.25,1,0,,2,,,0,2,M,A,M,LX,Y,5.8,3,0.9426887708846001,-0.05633985235073169,0.2291893526923774
100,441,1,22,4,5,4,5,5,4,5,4.571428571,6,5,5,5,4,5,5,5,5,6,6,5,4,5.2,1,0,,2,,,0,1,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,0.17918935269237757
100,360,1,58,5,5,6,6,4,5,6,5.285714286,5,5,6,5,4,5,6,5.142857143,6,4,5,5,6,5.2,1,0,,2,,,0,2,M,A,NB,W,N,5,3.2857142857142856,0.1426887708846003,0.2293744333635539,0.17918935269237757
100,364,1,31,5,5,4,3,4,5,5,4.428571429,5,5,5,5,6,5,5,5.142857143,5,5,5,6,5,5.2,2,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.17918935269237757
100,322,1,34,3,4,5,6,6,5,5,4.857142857,5,5,5,4,5,6,6,5.142857143,5,6,3,6,6,5.2,3,0,,2,,,0,2,M,A,W,MENA,N,4.928571428571429,2.5714285714285716,0.07126019945602913,-0.48491128092216007,0.17918935269237757
100,165,1,6,5,4,4,5,5,5,4,4.571428571,6,5,5,5,5,6,5,5.285714286,5,5,5,5,6,5.2,3,0,,2,,,0,2,M,A,W,MR,N,4.5,2.4285714285714284,-0.3573112291153997,-0.6277684237793033,0.17918935269237757
100,159,1,69,6,6,5,6,6,6,6,5.857142857,6,6,6,6,NA,6,6,6,6,6,4,4,6,5.2,1,0,,2,,,0,2,M,A,W,B,N,4.071428571428571,3.5714285714285716,-0.7858826576868285,0.5150887190778399,0.17918935269237757
100,200,1,31,5,5,5,5,5,6,6,5.285714286,6,6,6,6,6,6,6,6,6,6,4,6,4,5.2,4,0,,2,,,1,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,0.17918935269237757
100,183,1,22,5,5,5,5,5,6,6,5.285714286,6,6,6,6,6,6,6,6,5,5,5,5,6,5.2,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,0.17918935269237757
100,200,1,57,2,5,4,5,NA,5,5,4.333333333,5,4,4,5,5,4,5,4.571428571,5,5,5,5,5,5,1,0,,2,,,0,1,M,A,W,MR,N,5.928571428571429,4,1.0712601994560291,0.9436601476492683,-0.02081064730762261
100,393,1,47,5,5,5,6,5,4,5,5,5,5,5,5,4,4,5,4.714285714,5,5,4,5,6,5,1,0,,2,,,0,1,M,A,M,W,N,3.857142857142857,3.4285714285714284,-1.0001683719725425,0.3722315762206967,-0.02081064730762261
100,365,1,32,5,5,5,6,6,6,6,5.571428571,5,5,5,5,4,5,5,4.857142857,5,6,4,5,5,5,2,0,,2,,,0,1,M,A,W,LX,N,4.642857142857143,3.2857142857142856,-0.21445408625825646,0.2293744333635539,-0.02081064730762261
100,246,1,21,5,5,5,5,NA,4,4,4.666666667,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.02081064730762261
100,289,1,21,4,5,5,5,5,5,5,4.857142857,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.02081064730762261
100,255,1,80,5,5,5,6,4,5,6,5.142857143,5,5,5,4,NA,5,6,5,5,5,5,5,5,5,4,0,,2,,,0,2,M,A,W,A,N,3.9285714285714284,2.7142857142857144,-0.9287398005439713,-0.3420541380650173,-0.02081064730762261
100,214,1,80,4,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,,2,,,0,2,M,A,W,A,N,3.9285714285714284,2.7142857142857144,-0.9287398005439713,-0.3420541380650173,-0.02081064730762261
100,165,1,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,2,,,0,1,M,A,M,W,N,4.285714285714286,3.142857142857143,-0.5715969434011141,0.0865172905064111,-0.02081064730762261
100,235,1,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,-0.02081064730762261
100,601,1,31,5,5,5,5,4,4,6,4.857142857,5,4,6,5,5,5,5,5,4,6,4,NA,6,5,1,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,-0.02081064730762261
100,178,1,22,5,3,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,-0.02081064730762261
100,498,1,6,6,5,6,5,4,5,5,5.142857143,6,5,5,5,5,5,5,5.142857143,5,6,5,4,5,5,2,0,,2,,,0,2,M,A,W,MR,N,4.5,2.4285714285714284,-0.3573112291153997,-0.6277684237793033,-0.02081064730762261
100,475,1,32,4,5,5,5,4,6,6,5,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,LX,N,4.642857142857143,3.2857142857142856,-0.21445408625825646,0.2293744333635539,-0.02081064730762261
100,252,1,22,5,6,5,5,5,5,5,5.142857143,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,-0.02081064730762261
100,324,1,69,5,5,5,6,6,6,6,5.571428571,6,5,5,5,NA,5,5,5.166666667,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,B,N,4.071428571428571,3.5714285714285716,-0.7858826576868285,0.5150887190778399,-0.02081064730762261
100,311,1,36,5,5,5,5,5,5,5,5,6,5,5,5,NA,5,5,5.166666667,5,5,5,5,5,5,2,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,-0.02081064730762261
100,348,1,21,NA,NA,5,5,5,5,5,5,6,5,5,5,NA,NA,5,5.2,5,5,5,NA,5,5,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.02081064730762261
100,285,1,6,5,5,5,5,6,4,4,4.857142857,6,5,5,5,4,6,6,5.285714286,5,4,5,6,5,5,2,0,,2,,,0,2,M,A,W,MR,N,4.5,2.4285714285714284,-0.3573112291153997,-0.6277684237793033,-0.02081064730762261
100,154,1,66,5,6,6,5,4,6,6,5.428571429,6,4,5,6,6,5,5,5.285714286,5,5,5,5,5,5,2,0,,2,,,0,2,M,A,M,W,Y,4.285714285714286,2.5714285714285716,-0.5715969434011141,-0.48491128092216007,-0.02081064730762261
100,403,1,65,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,6,6,5.285714286,5,5,5,5,5,5,1,0,,2,,,0,1,M,A,M,LX,Y,5.8,3,0.9426887708846001,-0.05633985235073169,-0.02081064730762261
100,410,1,34,5,5,5,5,5,5,6,5.142857143,6,5,5,6,5,5,5,5.285714286,5,5,5,5,5,5,2,0,,2,,,0,2,M,A,W,MENA,N,4.928571428571429,2.5714285714285716,0.07126019945602913,-0.48491128092216007,-0.02081064730762261
100,186,1,69,6,5,5,5,5,5,5,5.142857143,6,5,5,5,NA,6,5,5.333333333,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,B,N,4.071428571428571,3.5714285714285716,-0.7858826576868285,0.5150887190778399,-0.02081064730762261
100,170,1,1,4,5,5,5,5,5,5,4.857142857,6,5,5,5,6,5,6,5.428571429,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,W,N,5.428571428571429,3,0.5712601994560291,-0.05633985235073169,-0.02081064730762261
100,332,1,21,5,6,5,5,6,5,6,5.428571429,6,6,5,6,5,6,6,5.714285714,5,5,4,5,6,5,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.02081064730762261
100,251,1,46,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5.714285714,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,W,N,4.214285714285714,3.7142857142857144,-0.6430255148296853,0.6579458619349827,-0.02081064730762261
100,551,1,79,5,5,6,6,5,5,6,5.428571429,6,6,6,6,5,6,6,5.857142857,5,5,5,5,5,5,2,0,,2,,,0,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,-0.02081064730762261
100,154,1,31,5,4,6,5,6,6,6,5.428571429,6,6,6,6,5,6,6,5.857142857,5,5,5,5,5,5,2,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,-0.02081064730762261
100,136,1,21,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.02081064730762261
100,260,1,24,5,5,6,6,5,5,6,5.428571429,6,6,6,6,6,6,6,6,4,6,5,4,6,5,6,0,,2,,,0,2,M,A,W,W,Y,4,2.142857142857143,-0.8573112291153997,-0.9134827094935889,-0.02081064730762261
100,691,1,41,6,6,5,6,5,5,6,5.571428571,6,6,6,6,6,6,6,6,5,5,6,5,4,5,1,0,,2,,,1,2,M,A,M,A,N,6,2.5714285714285716,1.1426887708846003,-0.48491128092216007,-0.02081064730762261
100,327,1,34,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4.428571429,5,5,4,5,5,4.8,3,0,,2,,,0,2,M,A,W,MENA,N,4.928571428571429,2.5714285714285716,0.07126019945602913,-0.48491128092216007,-0.2208106473076228
100,568,1,35,5,4,4,5,4,4,5,4.428571429,5,4,NA,4,5,4,5,4.5,5,6,5,3,5,4.8,1,0,,2,,,0,2,M,A,W,LX,N,4,2.5714285714285716,-0.8573112291153997,-0.48491128092216007,-0.2208106473076228
100,165,1,9,2,6,4,5,5,5,6,4.714285714,6,4,5,4,4,4,5,4.571428571,5,5,4,5,5,4.8,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,-0.2208106473076228
100,197,1,58,5,3,4,5,3,4,5,4.142857143,5,5,5,4,5,4,5,4.714285714,5,5,4,4,6,4.8,1,0,,2,,,0,2,M,A,NB,W,N,5,3.2857142857142856,0.1426887708846003,0.2293744333635539,-0.2208106473076228
100,322,1,79,5,4,5,5,5,4,5,4.714285714,5,5,5,5,4,5,5,4.857142857,5,5,4,5,5,4.8,4,0,,2,,,0,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,-0.2208106473076228
100,240,1,79,5,5,5,5,4,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4,0,,2,,,0,2,M,A,M,W,N,4.642857142857143,2.857142857142857,-0.21445408625825646,-0.19919699520787448,-0.2208106473076228
100,163,1,69,6,5,5,6,4,5,5,5.142857143,6,4,5,6,6,5,5,5.285714286,4,5,5,4,6,4.8,1,0,,2,,,0,1,M,A,W,B,N,4.071428571428571,3.5714285714285716,-0.7858826576868285,0.5150887190778399,-0.2208106473076228
100,351,1,31,5,5,5,6,4,5,5,5,6,6,6,5,4,5,6,5.428571429,5,5,5,4,5,4.8,1,0,,2,,,0,2,M,A,M,B,N,4.714285714285714,3.2857142857142856,-0.14302551482968529,0.2293744333635539,-0.2208106473076228
100,241,1,47,6,5,5,5,5,5,6,5.285714286,5,6,5,5,6,6,6,5.571428571,5,5,4,5,5,4.8,2,0,,2,,,0,2,M,A,M,W,N,3.857142857142857,3.4285714285714284,-1.0001683719725425,0.3722315762206967,-0.2208106473076228
100,291,1,80,2,4,5,5,5,5,5,4.428571429,6,6,6,5,5,6,6,5.714285714,5,4,5,5,5,4.8,3,0,,2,,,0,2,M,A,W,A,N,3.9285714285714284,2.7142857142857144,-0.9287398005439713,-0.3420541380650173,-0.2208106473076228
100,270,1,57,5,4,5,5,5,5,5,4.857142857,6,6,6,6,6,6,6,6,5,5,4,5,5,4.8,1,0,,2,,,0,1,M,A,W,MR,N,5.928571428571429,4,1.0712601994560291,0.9436601476492683,-0.2208106473076228
100,282,1,9,5,3,5,5,3,3,5,4.142857143,5,4,4,4,5,5,5,4.571428571,5,5,5,4,NA,4.75,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,-0.2708106473076226
100,649,1,46,5,4,5,5,5,5,5,4.857142857,6,5,5,5,5,6,5,5.285714286,5,5,5,4,NA,4.75,1,0,,2,,,0,2,M,A,W,W,N,4.214285714285714,3.7142857142857144,-0.6430255148296853,0.6579458619349827,-0.2708106473076226
100,440,1,21,5,3,4,5,4,4,5,4.285714286,6,5,6,5,NA,5,6,5.5,5,5,4,5,NA,4.75,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.2708106473076226
100,292,1,22,5,4,5,5,5,4,5,4.714285714,5,4,4,4,3,5,5,4.285714286,5,5,4,4,5,4.6,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,-0.42081064730762296
100,262,1,21,3,4,5,5,4,4,4,4.142857143,5,4,4,4,4,5,5,4.428571429,5,5,4,5,4,4.6,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.42081064730762296
100,193,1,34,5,5,5,6,5,4,4,4.857142857,5,5,5,5,4,6,5,5,5,5,5,3,5,4.6,2,0,,2,,,0,2,M,A,W,MENA,N,4.928571428571429,2.5714285714285716,0.07126019945602913,-0.48491128092216007,-0.42081064730762296
100,262,1,57,5,5,4,5,5,5,6,5,6,6,5,4,5,5,5,5.142857143,5,4,4,5,5,4.6,1,0,,2,,,0,1,M,A,W,MR,N,5.928571428571429,4,1.0712601994560291,0.9436601476492683,-0.42081064730762296
100,369,1,21,5,5,5,4,4,5,5,4.714285714,6,5,5,5,6,5,5,5.285714286,5,5,5,4,4,4.6,1,0,,2,,,1,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.42081064730762296
100,270,1,69,5,5,5,5,4,5,6,5,6,5,5,6,5,5,6,5.428571429,5,5,4,4,5,4.6,1,0,,2,,,0,2,M,A,W,B,N,4.071428571428571,3.5714285714285716,-0.7858826576868285,0.5150887190778399,-0.42081064730762296
100,353,1,22,5,5,5,5,5,6,6,5.285714286,6,6,6,6,6,6,6,6,5,5,5,4,4,4.6,5,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,-0.42081064730762296
100,232,1,58,5,6,5,5,4,5,6,5.142857143,4,3,4,4,5,4,5,4.142857143,5,5,4,4,4,4.4,1,0,,2,,,0,2,M,A,NB,W,N,5,3.2857142857142856,0.1426887708846003,0.2293744333635539,-0.6208106473076223
100,233,1,9,4,4,4,5,NA,5,5,4.5,5,4,4,4,NA,4,4,4.166666667,4,5,4,5,4,4.4,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,-0.6208106473076223
100,191,1,22,3,3,3,4,4,4,4,3.571428571,6,4,4,4,4,5,5,4.571428571,5,5,4,4,4,4.4,1,0,,2,,,0,2,M,A,W,B,N,5.142857142857143,2.7142857142857144,0.28554591374174354,-0.3420541380650173,-0.6208106473076223
100,634,1,36,5,2,4,4,4,5,5,4.142857143,5,4,5,5,4,5,5,4.714285714,5,5,5,3,4,4.4,2,0,,2,,,0,2,M,A,W,W,N,4,2,-0.8573112291153997,-1.0563398523507317,-0.6208106473076223
100,379,1,16,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.857142857,5,3,4,5,5,4.4,1,0,,2,,,0,1,M,A,M,W,N,3.2142857142857144,3.142857142857143,-1.6430255148296853,0.0865172905064111,-0.6208106473076223
100,236,1,9,4,4,4,6,4,5,6,4.714285714,6,6,6,5,4,3,5,5,5,3,4,5,5,4.4,1,0,,2,,,0,2,M,A,W,NA,N,4,3,-0.8573112291153997,-0.05633985235073169,-0.6208106473076223
100,200,1,21,5,4,5,4,6,5,4,4.714285714,6,6,5,5,4,5,5,5.142857143,5,4,4,4,5,4.4,1,0,,2,,,0,2,M,A,W,W,N,5.785714285714286,3.7142857142857144,0.9284030565988859,0.6579458619349827,-0.6208106473076223
100,248,1,18,4,5,4,4,NA,5,5,4.5,6,6,6,6,6,5,6,5.857142857,5,4,4,5,4,4.4,2,0,,2,,,0,1,M,A,W,W,Y,5.785714285714286,3.5714285714285716,0.9284030565988859,0.5150887190778399,-0.6208106473076223
