sch.id,math,size,sector,meanses,minority,female,ses
1288,1.575,1855,0,0.128,0,0,1.262
1288,3.534,1855,0,0.128,0,1,0.152
1288,20.173,1855,0,0.128,0,1,-0.678
1288,10.772,1855,0,0.128,0,1,0.332
1288,2.619,1855,0,0.128,0,1,-0.728
1288,21.3,1855,0,0.128,0,1,1.262
1288,19.527,1855,0,0.128,0,0,0.612
1288,18.402,1855,0,0.128,0,1,0.692
1288,20.69,1855,0,0.128,0,1,1.082
1288,21.437,1855,0,0.128,0,0,0.222
1288,7.519,1855,0,0.128,0,0,0.032
1288,18.397,1855,0,0.128,0,0,-0.118
1288,4.617,1855,0,0.128,0,0,-0.488
1288,23.578,1855,0,0.128,0,0,0.322
1288,12.81,1855,0,0.128,0,0,0.592
1296,12.668,1719,0,-0.42,1,1,-0.148
1296,0.781,1719,0,-0.42,1,0,-0.858
1296,4.968,1719,0,-0.42,1,1,-1.568
1296,23.172,1719,0,-0.42,1,0,-0.898
1296,8.278,1719,0,-0.42,1,1,-0.288
1296,6.244,1719,0,-0.42,1,1,-1.088
1296,1.326,1719,0,-0.42,1,1,-1.388
1296,2.359,1719,0,-0.42,1,0,-1.148
1296,6.757,1719,0,-0.42,1,1,-0.558
1296,6.251,1719,0,-0.42,1,1,-0.698
1296,3.404,1719,0,-0.42,1,1,0.142
1296,22.201,1719,0,-0.42,1,0,0.522
1296,-1.353,1719,0,-0.42,1,0,0.732
1296,-0.014,1719,0,-0.42,1,1,-0.248
1296,5.216,1719,0,-0.42,1,1,0.322
1296,3.587,1719,0,-0.42,1,1,0.052
1296,11.162,1719,0,-0.42,1,1,-0.028
1296,5.982,1719,0,-0.42,1,1,-0.898
1296,2.814,1719,0,-0.42,1,0,-0.818
1296,7.272,1719,0,-0.42,1,1,-1.408
1296,8.895,1719,0,-0.42,1,0,-1.258
1296,8.773,1719,0,-0.42,1,0,-0.608
1296,12.176,1719,0,-0.42,1,1,1.242
1296,3.052,1719,0,-0.42,0,0,-0.688
1296,6.834,1719,0,-0.42,1,1,-0.828
1296,3.255,1719,0,-0.42,1,1,-0.698
1296,6.355,1719,0,-0.42,1,1,-0.498
1296,11.589,1719,0,-0.42,1,0,-0.658
1296,8.08,1719,0,-0.42,1,1,-0.778
1296,19.822,1719,0,-0.42,1,1,-0.098
1296,14.239,1719,0,-0.42,1,1,-1.028
1296,1.17,1719,0,-0.42,1,1,-0.418
1296,-1.127,1719,0,-0.42,1,1,-0.408
1296,10.84,1719,0,-0.42,1,0,0.352
1296,6.778,1719,0,-0.42,1,1,-1.628
1296,9.449,1719,0,-0.42,1,1,-0.698
1296,5.995,1719,0,-0.42,1,0,-0.168
1296,4.765,1719,0,-0.42,1,1,-0.718
1296,14.399,1719,0,-0.42,1,1,-1.008
1296,6.588,1719,0,-0.42,1,0,-0.178
1296,11.026,1719,0,-0.42,1,0,0.392
1296,7.095,1719,0,-0.42,1,1,-0.358
1296,12.721,1719,0,-0.42,1,0,-0.628
1296,5.52,1719,0,-0.42,1,0,-0.038
1296,7.353,1719,0,-0.42,1,1,0.972
1296,7.095,1719,0,-0.42,1,1,0.252
1296,9.999,1719,0,-0.42,1,1,0.332
1296,10.715,1719,0,-0.42,1,0,-0.308
1308,13.233,716,1,0.534,0,0,0.422
1308,13.952,716,1,0.534,0,0,0.562
1308,13.757,716,1,0.534,1,0,-0.058
1308,13.97,716,1,0.534,0,0,0.952
1308,23.434,716,1,0.534,0,0,0.622
1308,9.162,716,1,0.534,0,0,0.832
1308,23.818,716,1,0.534,0,0,1.512
1308,15.998,716,1,0.534,0,0,0.622
1308,16.039,716,1,0.534,1,0,0.332
1308,24.993,716,1,0.534,0,0,0.442
1308,15.657,716,1,0.534,1,0,0.582
1308,16.258,716,1,0.534,0,0,1.102
1308,10.546,716,1,0.534,0,0,0.892
1308,17.615,716,1,0.534,1,0,0.802
1308,21.116,716,1,0.534,1,0,-0.568
1308,6.493,716,1,0.534,1,0,0.522
1308,2.512,716,1,0.534,1,0,0.102
1308,22.393,716,1,0.534,1,0,-0.348
1308,21.488,716,1,0.534,0,0,0.552
1308,22.676,716,1,0.534,0,0,0.682
1317,12.862,455,1,0.351,0,1,0.882
1317,8.961,455,1,0.351,1,1,0.932
1317,4.756,455,1,0.351,1,1,-0.158
1317,21.405,455,1,0.351,1,1,0.362
1317,20.748,455,1,0.351,0,1,1.372
1317,18.362,455,1,0.351,1,1,0.132
1317,14.752,455,1,0.351,0,1,0.132
1317,11.29,455,1,0.351,1,1,-0.008
1317,10.493,455,1,0.351,1,1,-0.108
1317,10.956,455,1,0.351,1,1,0.612
1317,21.405,455,1,0.351,1,1,0.482
1317,23.355,455,1,0.351,0,1,0.502
1317,12.283,455,1,0.351,1,1,0.482
1317,9.257,455,1,0.351,1,1,0.472
1317,11.502,455,1,0.351,0,1,-0.578
1317,20.039,455,1,0.351,1,1,1.152
1317,21.405,455,1,0.351,1,1,-0.288
1317,23.736,455,1,0.351,1,1,0.942
1317,11.027,455,1,0.351,1,1,0.722
1317,17.203,455,1,0.351,1,1,-0.108
1317,10.661,455,1,0.351,1,1,1.462
1317,7.031,455,1,0.351,1,1,-0.028
1317,13.677,455,1,0.351,0,1,0.702
1317,13.373,455,1,0.351,1,1,0.082
1317,10.121,455,1,0.351,1,1,-0.108
1317,10.394,455,1,0.351,1,1,0.322
1317,6.973,455,1,0.351,1,1,0.302
1317,11.064,455,1,0.351,0,1,-0.098
1317,11.531,455,1,0.351,1,1,-0.848
1317,8.253,455,1,0.351,1,1,-1.248
1317,7.142,455,1,0.351,1,1,0.122
1317,3.22,455,1,0.351,1,1,0.272
1317,15.784,455,1,0.351,0,1,0.582
1317,17.246,455,1,0.351,1,1,0.642
1317,9.337,455,1,0.351,1,1,0.952
1317,15.555,455,1,0.351,1,1,-0.258
1317,8.382,455,1,0.351,1,1,0.492
1317,11.621,455,1,0.351,0,1,0.992
1317,4.81,455,1,0.351,1,1,0.832
1317,17.869,455,1,0.351,1,1,-0.068
1317,8.057,455,1,0.351,1,1,-0.088
1317,11.794,455,1,0.351,1,1,0.972
1317,18.939,455,1,0.351,0,1,0.542
1317,20.261,455,1,0.351,1,1,0.132
1317,10.066,455,1,0.351,1,1,-0.008
1317,20.236,455,1,0.351,0,1,0.812
1317,4.508,455,1,0.351,0,1,1.122
1317,18.827,455,1,0.351,0,1,0.062
1358,-1.347,1430,0,-0.014,1,0,0.032
1358,8.054,1430,0,-0.014,0,1,-1.088
1358,15.655,1430,0,-0.014,0,0,0.372
1358,11.648,1430,0,-0.014,0,0,-0.568
1358,11.629,1430,0,-0.014,0,0,-0.328
1358,18.687,1430,0,-0.014,0,1,-0.018
1358,-0.827,1430,0,-0.014,1,0,-1.208
1358,7.87,1430,0,-0.014,0,0,-0.098
1358,18.115,1430,0,-0.014,0,0,0.942
1358,3.792,1430,0,-0.014,0,1,-1.408
1358,11.03,1430,0,-0.014,0,0,0.122
1358,7.564,1430,0,-0.014,0,1,0.362
1358,3.465,1430,0,-0.014,1,1,-0.708
1358,15.038,1430,0,-0.014,0,0,0.252
1358,10.184,1430,0,-0.014,0,1,0.312
1358,2.933,1430,0,-0.014,0,1,-0.678
1358,8.438,1430,0,-0.014,0,0,-0.148
1358,7.519,1430,0,-0.014,0,1,-0.168
1358,18.735,1430,0,-0.014,0,0,1.092
1358,10.19,1430,0,-0.014,0,1,0.232
1358,16.294,1430,0,-0.014,0,0,0.422
1358,10.65,1430,0,-0.014,0,0,1.282
1358,10.301,1430,0,-0.014,0,0,-0.248
1358,17.811,1430,0,-0.014,0,0,0.952
1358,14.646,1430,0,-0.014,0,1,-0.038
1358,17.191,1430,0,-0.014,0,1,-0.398
1358,8.69,1430,0,-0.014,0,0,0.162
1358,21.142,1430,0,-0.014,0,0,0.682
1358,16.499,1430,0,-0.014,0,0,-0.668
1358,14.591,1430,0,-0.014,0,0,-0.038
1374,16.663,2400,0,-0.007,0,0,0.322
1374,-2.155,2400,0,-0.007,1,1,0.212
1374,0.085,2400,0,-0.007,1,1,0.682
1374,18.804,2400,0,-0.007,0,1,-0.148
1374,2.409,2400,0,-0.007,1,1,-0.468
1374,16.759,2400,0,-0.007,0,1,0.842
1374,18.948,2400,0,-0.007,1,0,0.072
1374,10.593,2400,0,-0.007,0,1,0.332
1374,15.557,2400,0,-0.007,0,0,-0.858
1374,23.419,2400,0,-0.007,0,0,0.902
1374,0.333,2400,0,-0.007,1,0,1.242
1374,-2.002,2400,0,-0.007,0,0,-0.738
1374,24.041,2400,0,-0.007,0,0,0.362
1374,-2.657,2400,0,-0.007,1,0,0.712
1374,7.603,2400,0,-0.007,0,1,0.452
1374,5.803,2400,0,-0.007,1,0,-0.598
1374,3.931,2400,0,-0.007,1,0,-1.028
1374,8.268,2400,0,-0.007,0,0,-0.338
1374,1.344,2400,0,-0.007,0,0,-0.948
1374,16.449,2400,0,-0.007,1,0,0.292
1374,2.881,2400,0,-0.007,0,1,-1.218
1374,20.93,2400,0,-0.007,0,1,0.492
1374,22.086,2400,0,-0.007,0,0,1.152
1374,7.653,2400,0,-0.007,0,1,-0.758
1374,8.082,2400,0,-0.007,0,1,-0.298
1374,5.503,2400,0,-0.007,0,1,-0.478
1374,9.004,2400,0,-0.007,0,1,0.192
1374,12.063,2400,0,-0.007,0,0,-0.738
1433,12.907,899,1,0.718,0,0,0.812
1433,18.496,899,1,0.718,0,0,1.332
1433,20.323,899,1,0.718,0,0,-0.338
1433,22.682,899,1,0.718,0,0,1.082
1433,14.198,899,1,0.718,0,0,0.542
1433,24.044,899,1,0.718,0,0,0.382
1433,19.571,899,1,0.718,0,0,0.592
1433,22.183,899,1,0.718,0,0,0.852
1433,16.676,899,1,0.718,0,0,-0.368
1433,23.327,899,1,0.718,0,0,1.022
1433,16.394,899,1,0.718,0,0,0.712
1433,23.032,899,1,0.718,0,0,0.272
1433,18.586,899,1,0.718,0,0,1.182
1433,15.246,899,1,0.718,0,0,-0.588
1433,20.731,899,1,0.718,0,0,1.282
1433,20.447,899,1,0.718,0,0,0.942
1433,23.572,899,1,0.718,0,0,1.512
1433,17.571,899,1,0.718,0,0,0.222
1433,24.993,899,1,0.718,0,0,0.992
1433,24.421,899,1,0.718,0,0,1.362
1433,11.478,899,1,0.718,0,0,0.482
1433,24.812,899,1,0.718,0,0,1.292
1433,22.093,899,1,0.718,0,0,1.072
1433,18.716,899,1,0.718,0,0,0.562
1433,23.392,899,1,0.718,0,0,-0.218
1433,15.992,899,1,0.718,0,0,1.512
1433,13.254,899,1,0.718,0,0,0.772
1433,24.812,899,1,0.718,0,0,0.952
1433,22.086,899,1,0.718,0,0,1.392
1433,24.479,899,1,0.718,1,0,1.002
1433,16.724,899,1,0.718,0,0,0.932
1433,20.628,899,1,0.718,0,0,-0.458
1433,14.544,899,1,0.718,0,0,-0.198
1433,19.033,899,1,0.718,0,0,0.952
1433,18.727,899,1,0.718,0,0,1.072
1436,24.133,185,1,0.569,0,0,0.222
1436,18.77,185,1,0.569,0,0,-0.078
1436,21.803,185,1,0.569,0,0,1.512
1436,9.561,185,1,0.569,0,0,0.212
1436,15.132,185,1,0.569,0,1,0.792
1436,22.387,185,1,0.569,0,1,1.342
1436,22.578,185,1,0.569,0,0,0.242
1436,18.763,185,1,0.569,0,0,-0.298
1436,18.301,185,1,0.569,0,0,-1.038
1436,15.879,185,1,0.569,0,0,0.682
1436,20.424,185,1,0.569,0,0,0.802
1436,23.072,185,1,0.569,0,0,0.952
1436,13.12,185,1,0.569,0,1,1.002
1436,18.844,185,1,0.569,0,0,1.142
1436,17.495,185,1,0.569,0,1,0.482
1436,15.615,185,1,0.569,0,1,1.512
1436,11.001,185,1,0.569,0,1,0.242
1436,17.103,185,1,0.569,0,1,1.222
1436,21.56,185,1,0.569,0,1,-0.298
1436,19.419,185,1,0.569,0,0,-0.338
1436,18.471,185,1,0.569,0,1,1.042
1436,22.868,185,1,0.569,0,0,0.672
1436,14.138,185,1,0.569,0,0,0.732
1436,23.271,185,1,0.569,0,0,0.822
1436,13.472,185,1,0.569,0,0,0.362
1436,17.465,185,1,0.569,0,0,-0.318
1436,16.038,185,1,0.569,0,0,0.682
1436,22.455,185,1,0.569,0,0,0.712
1436,18.984,185,1,0.569,0,0,0.542
1436,12.535,185,1,0.569,0,0,0.252
1436,16.568,185,1,0.569,0,1,0.482
1436,22.592,185,1,0.569,0,0,-0.028
1436,16.886,185,1,0.569,0,0,0.252
1436,22.985,185,1,0.569,0,0,0.702
1436,6.798,185,1,0.569,0,1,0.212
1436,5.51,185,1,0.569,0,1,0.342
1436,24.479,185,1,0.569,0,0,1.342
1436,18.827,185,1,0.569,0,1,1.512
1436,20.268,185,1,0.569,0,1,1.212
1436,24.993,185,1,0.569,0,0,1.122
1436,15.06,185,1,0.569,0,0,0.272
1436,20.818,185,1,0.569,0,1,0.782
1436,18.33,185,1,0.569,0,0,-0.018
1436,18.14,185,1,0.569,0,0,0.772
1461,12.962,1672,0,0.683,0,1,0.042
1461,24.545,1672,0,0.683,0,1,1.282
1461,13.314,1672,0,0.683,0,1,1.122
1461,16.929,1672,0,0.683,0,1,1.172
1461,3.796,1672,0,0.683,0,1,-1.108
1461,14.581,1672,0,0.683,0,1,0.822
1461,18.719,1672,0,0.683,0,1,0.482
1461,12.595,1672,0,0.683,0,1,0.902
1461,17.326,1672,0,0.683,0,1,1.022
1461,15.918,1672,0,0.683,0,1,0.602
1461,23.088,1672,0,0.683,0,0,1.272
1461,18.259,1672,0,0.683,0,0,1.352
1461,23.517,1672,0,0.683,0,0,1.422
1461,14.157,1672,0,0.683,0,0,-0.108
1461,17.999,1672,0,0.683,0,0,-0.358
1461,18.858,1672,0,0.683,0,1,1.202
1461,22.183,1672,0,0.683,0,0,-0.778
1461,24.993,1672,0,0.683,0,1,1.102
1461,20.928,1672,0,0.683,0,1,1.012
1461,22.461,1672,0,0.683,0,0,1.262
1461,18.322,1672,0,0.683,0,0,1.392
1461,2.895,1672,0,0.683,0,1,-0.258
1461,21.007,1672,0,0.683,0,0,0.932
1461,18.471,1672,0,0.683,0,0,1.062
1461,24.48,1672,0,0.683,0,0,1.212
1461,18.471,1672,0,0.683,0,1,0.982
1461,18.831,1672,0,0.683,0,1,0.462
1461,18.114,1672,0,0.683,0,1,0.532
1461,22.685,1672,0,0.683,0,0,1.062
1461,-0.338,1672,0,0.683,0,0,0.172
1461,21.09,1672,0,0.683,0,1,0.492
1461,-2.832,1672,0,0.683,1,0,-0.668
1461,17.483,1672,0,0.683,0,1,1.262
1462,1.967,530,1,-0.663,1,0,0.162
1462,7.718,530,1,-0.663,1,0,-0.758
1462,19.043,530,1,-0.663,1,0,-0.708
1462,20.133,530,1,-0.663,1,0,-0.818
1462,22.289,530,1,-0.663,1,0,-1.918
1462,14.277,530,1,-0.663,1,0,-0.948
1462,10.189,530,1,-0.663,1,0,-0.798
1462,9.607,530,1,-0.663,1,0,-1.458
1462,6.125,530,1,-0.663,1,0,-0.158
1462,23.818,530,1,-0.663,1,0,-0.378
1462,6.34,530,1,-0.663,1,0,-1.068
1462,9.437,530,1,-0.663,1,0,-0.808
1462,8.168,530,1,-0.663,1,0,-1.648
1462,4.31,530,1,-0.663,1,0,-0.288
1462,6.986,530,1,-0.663,1,0,-0.328
1462,21.452,530,1,-0.663,1,0,-0.498
1462,9.167,530,1,-0.663,1,0,-0.158
1462,9.625,530,1,-0.663,1,0,-0.728
1462,0.722,530,1,-0.663,1,0,-0.948
1462,3.115,530,1,-0.663,1,0,-0.728
1462,23.066,530,1,-0.663,1,0,-1.508
1462,4.518,530,1,-0.663,1,0,-0.088
1462,5.337,530,1,-0.663,1,0,-0.638
1462,4.103,530,1,-0.663,1,0,-0.358
1462,15.794,530,1,-0.663,1,0,-0.658
1462,1.975,530,1,-0.663,1,0,-0.958
1462,2.693,530,1,-0.663,1,0,-1.208
1462,13.809,530,1,-0.663,1,0,-0.378
1462,7.964,530,1,-0.663,1,0,-0.918
1462,2.142,530,1,-0.663,1,0,0.222
1462,6.035,530,1,-0.663,1,0,0.312
1462,17.996,530,1,-0.663,1,0,-0.488
1462,20.792,530,1,-0.663,0,0,0.302
1462,9.909,530,1,-0.663,1,0,-0.868
1462,5.189,530,1,-0.663,1,0,-0.708
1462,7.772,530,1,-0.663,1,0,-1.178
1462,12.074,530,1,-0.663,1,0,-0.498
1462,15.103,530,1,-0.663,1,0,0.032
1462,11.252,530,1,-0.663,1,0,-1.318
1462,1.283,530,1,-0.663,1,0,-1.948
1462,16.975,530,1,-0.663,1,0,-0.738
1462,8.762,530,1,-0.663,1,0,-0.558
1462,6.789,530,1,-0.663,1,0,-0.518
1462,12.283,530,1,-0.663,1,0,-1.098
1462,11.479,530,1,-0.663,1,0,-0.778
1462,9.071,530,1,-0.663,1,0,-1.068
1462,9.474,530,1,-0.663,1,0,-0.388
1462,12.089,530,1,-0.663,1,0,0.222
1462,16.534,530,1,-0.663,1,0,0.112
1462,6.331,530,1,-0.663,1,0,-0.528
1462,10.386,530,1,-0.663,1,0,-0.398
1462,8.163,530,1,-0.663,1,0,-0.358
1462,18.801,530,1,-0.663,1,0,-0.598
1462,22.581,530,1,-0.663,1,0,-1.708
1462,16.095,530,1,-0.663,1,0,-0.268
1462,5.321,530,1,-0.663,1,0,-2.058
1462,3.819,530,1,-0.663,1,0,0.402
1477,14.15,531,1,0.166,0,1,-0.178
1477,3.976,531,1,0.166,0,0,-0.108
1477,3.846,531,1,0.166,0,0,0.262
1477,5.238,531,1,0.166,1,0,-0.358
1477,9.349,531,1,0.166,0,1,0.982
1477,23.765,531,1,0.166,0,1,0.462
1477,22.84,531,1,0.166,0,0,-0.208
1477,1.606,531,1,0.166,0,0,0.812
1477,19.269,531,1,0.166,0,1,-0.388
1477,17.191,531,1,0.166,0,0,0.282
1477,16.288,531,1,0.166,0,0,0.012
1477,7.106,531,1,0.166,0,0,0.392
1477,20.714,531,1,0.166,0,0,-1.068
1477,18.171,531,1,0.166,0,0,0.662
1477,21.951,531,1,0.166,0,1,0.002
1477,-2.832,531,1,0.166,0,0,-0.388
1477,20.246,531,1,0.166,0,0,1.222
1477,21.75,531,1,0.166,1,1,-0.368
1477,16.337,531,1,0.166,0,1,-0.588
1477,16.061,531,1,0.166,0,1,0.642
1477,11.724,531,1,0.166,0,1,0.892
1477,19.401,531,1,0.166,0,1,1.152
1477,2.186,531,1,0.166,0,1,-0.518
1477,23.204,531,1,0.166,0,1,0.002
1477,12.755,531,1,0.166,0,0,0.202
1477,14.076,531,1,0.166,0,0,1.512
1477,22.493,531,1,0.166,0,0,-0.238
1477,22.714,531,1,0.166,0,0,0.022
1477,11.031,531,1,0.166,0,0,0.562
1477,18.777,531,1,0.166,0,1,-0.658
1477,24.107,531,1,0.166,0,0,0.352
1477,23.004,531,1,0.166,0,1,0.702
1477,8.136,531,1,0.166,1,0,-0.588
1477,10.714,531,1,0.166,0,1,0.152
1477,12.59,531,1,0.166,0,1,-0.218
1477,14.732,531,1,0.166,0,0,0.932
1477,22.396,531,1,0.166,0,1,1.312
1477,16.304,531,1,0.166,0,0,0.352
1477,16.19,531,1,0.166,0,0,-0.748
1477,7.275,531,1,0.166,0,1,0.652
1477,14.809,531,1,0.166,0,1,0.652
1477,-0.203,531,1,0.166,0,0,0.042
1477,17.967,531,1,0.166,0,0,-0.808
1477,24.247,531,1,0.166,0,0,1.342
1477,6.946,531,1,0.166,0,1,1.512
1477,17.791,531,1,0.166,0,0,0.492
1477,8.856,531,1,0.166,0,1,0.152
1477,10.349,531,1,0.166,0,0,-0.818
1477,9.44,531,1,0.166,0,1,-0.918
1477,4.999,531,1,0.166,0,1,1.072
1477,7.873,531,1,0.166,0,1,0.252
1477,17.007,531,1,0.166,0,0,-0.548
1477,16.262,531,1,0.166,0,0,0.072
1477,0.466,531,1,0.166,0,1,-1.408
1477,18.887,531,1,0.166,0,0,0.052
1477,24.812,531,1,0.166,0,0,-0.118
1477,15.245,531,1,0.166,0,0,1.212
1477,14.958,531,1,0.166,0,1,-0.268
1477,12.508,531,1,0.166,0,0,-0.248
1477,21.853,531,1,0.166,0,0,0.632
1477,20.844,531,1,0.166,0,1,-0.158
1477,5.418,531,1,0.166,0,1,-0.208
1499,5.608,1921,0,-0.46,0,1,-0.678
1499,18.352,1921,0,-0.46,0,1,-0.158
1499,5.949,1921,0,-0.46,0,1,-0.468
1499,-1.462,1921,0,-0.46,1,1,-0.148
1499,4.087,1921,0,-0.46,1,1,-0.928
1499,10.258,1921,0,-0.46,0,1,-0.218
1499,21.791,1921,0,-0.46,0,0,0.662
1499,1.365,1921,0,-0.46,0,0,-0.228
1499,1.73,1921,0,-0.46,0,1,-0.368
1499,5.093,1921,0,-0.46,1,1,0.342
1499,17.572,1921,0,-0.46,0,0,0.692
1499,11.211,1921,0,-0.46,1,0,-0.898
1499,6.018,1921,0,-0.46,1,1,-0.578
1499,6.394,1921,0,-0.46,0,1,-1.178
1499,14.681,1921,0,-0.46,1,0,-1.608
1499,11.868,1921,0,-0.46,1,0,-1.048
1499,2.404,1921,0,-0.46,1,1,0.382
1499,2.042,1921,0,-0.46,0,1,-0.958
1499,11.685,1921,0,-0.46,1,1,0.432
1499,-0.818,1921,0,-0.46,1,0,-1.808
1499,6.718,1921,0,-0.46,1,1,-1.068
1499,13.72,1921,0,-0.46,0,1,-0.008
1499,21.907,1921,0,-0.46,0,0,0.222
1499,-2.195,1921,0,-0.46,0,1,-0.498
1499,8.519,1921,0,-0.46,0,1,-0.258
1499,1.679,1921,0,-0.46,1,1,-1.788
1499,-1.744,1921,0,-0.46,0,1,-0.648
1499,6.795,1921,0,-0.46,0,1,-0.178
1499,4.179,1921,0,-0.46,1,1,-1.078
1499,7.709,1921,0,-0.46,0,0,-0.398
1499,5.35,1921,0,-0.46,0,1,0.832
1499,0.259,1921,0,-0.46,1,1,-0.678
1499,7.983,1921,0,-0.46,1,0,-0.348
1499,9.901,1921,0,-0.46,0,0,0.192
1499,2.497,1921,0,-0.46,1,1,-1.468
1499,23.542,1921,0,-0.46,0,1,0.362
1499,13.571,1921,0,-0.46,1,1,-0.328
1499,21.421,1921,0,-0.46,0,1,-0.148
1499,3.676,1921,0,-0.46,0,1,-0.938
1499,4.856,1921,0,-0.46,1,0,-0.018
1499,14.056,1921,0,-0.46,0,1,0.842
1499,1.67,1921,0,-0.46,1,0,-1.598
1499,8.401,1921,0,-0.46,0,0,-0.218
1499,10.964,1921,0,-0.46,1,0,-1.068
1499,11.955,1921,0,-0.46,0,0,-0.628
1499,1.647,1921,0,-0.46,1,1,-1.068
1499,4.267,1921,0,-0.46,0,1,-1.118
1499,5.376,1921,0,-0.46,0,0,-0.228
1499,6.672,1921,0,-0.46,0,0,0.282
1499,8.532,1921,0,-0.46,1,1,-1.818
1499,5.681,1921,0,-0.46,0,1,0.542
1499,2.727,1921,0,-0.46,1,0,-1.718
1499,7.88,1921,0,-0.46,0,0,0.102
1637,4.213,100,0,-0.699,0,0,-0.158
1637,10.524,100,0,-0.699,1,0,-0.658
1637,5.571,100,0,-0.699,0,0,0.622
1637,4.062,100,0,-0.699,1,1,-1.748
1637,9.826,100,0,-0.699,0,0,0.232
1637,-0.538,100,0,-0.699,1,1,-0.368
1637,7.032,100,0,-0.699,1,1,-0.388
1637,-1.437,100,0,-0.699,1,0,-1.238
1637,3.77,100,0,-0.699,0,0,-0.968
1637,6.689,100,0,-0.699,1,1,-0.498
1637,-2.832,100,0,-0.699,1,1,-0.028
1637,1.74,100,0,-0.699,1,0,-1.688
1637,4.814,100,0,-0.699,1,1,-0.648
1637,7.723,100,0,-0.699,1,1,-0.688
1637,3.595,100,0,-0.699,1,1,-1.408
1637,24.993,100,0,-0.699,0,0,0.742
1637,17.621,100,0,-0.699,1,0,-1.948
1637,18.052,100,0,-0.699,0,1,-0.688
1637,7.138,100,0,-0.699,1,1,-1.518
1637,2.202,100,0,-0.699,1,1,-0.758
1637,6.065,100,0,-0.699,0,1,-1.278
1637,11.613,100,0,-0.699,1,1,-1.548
1637,-1.211,100,0,-0.699,1,1,-0.708
1637,14.536,100,0,-0.699,1,1,0.242
1637,-2.374,100,0,-0.699,1,0,-1.748
1637,20.394,100,0,-0.699,0,1,0.362
1637,5.87,100,0,-0.699,1,0,-0.568
1906,14.449,400,1,0.518,1,1,0.132
1906,20.455,400,1,0.518,0,1,0.382
1906,22.826,400,1,0.518,0,1,1.082
1906,16.801,400,1,0.518,0,1,-0.538
1906,9.995,400,1,0.518,1,1,0.992
1906,23.482,400,1,0.518,0,1,-0.588
1906,17.985,400,1,0.518,0,0,0.822
1906,14.63,400,1,0.518,0,0,0.702
1906,16.667,400,1,0.518,0,0,1.012
1906,14.171,400,1,0.518,0,0,0.602
1906,20.115,400,1,0.518,0,1,-0.298
1906,4.805,400,1,0.518,0,1,-0.518
1906,22.107,400,1,0.518,0,0,0.592
1906,21.122,400,1,0.518,0,1,0.382
